date,zeniba,haregamine,seikaen,kagamiko,kanazawa,osawa,shiyakusho,tamagawahoikuen,izuminohoikuen,hakubutsukan,kohigashihoikuen,yonezawahoikuen,kashiwabarakominkan,kirigamine,shirakabako,kitayatsugatake,okutateshina,minoto,haramura,toyokanko,tokyu,alpico,village,mitsuinomori,kajima,d00010150ee,d0001003b30,d0001003cd5,d0001014057,d0001014058,d0001014149,d00010142a8,d00010150ff,d0001015154,d0001015161,d000101516f,d000101518a,d0001015192,d00010151cf,d00010151f4,d0001015220,d0001015272,d00010152a0,d00010152c3,d000101530c,d0001014224
2020-09-30 04:30:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.7,31.9,21.2,13.5,160.8,-0.2,13.4,3.8,34.1,45,40.8,24,12.5,0,3.1,20.9,8.9,19.3
2020-09-30 04:40:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.7,31.9,21.2,13,160.9,0,13.4,4.3,34.2,45,40.8,24,12.5,0.2,2.9,21.4,8.9,19.3
2020-09-30 04:50:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.7,31.9,21.2,13,160.9,-0.2,13.4,4.3,34.2,45,40.8,24,12.5,0.2,2.9,21.4,8.9,19.3
2020-09-30 05:00:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.7,31.9,21.2,13,160.9,-0.2,13.6,4.3,34.3,45,40.8,24,12.5,0.2,2.9,21.4,8.9,19.3
2020-09-30 05:10:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.7,31.9,21.2,12.7,160.9,-0.2,13.6,4.5,34.3,45,40.8,24,12.5,0.2,2.9,21.4,8.9,19.3
2020-09-30 05:20:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.7,31.9,21.2,12.7,160.9,-0.2,13.6,4.5,34.3,45,40.8,24,12.5,0.2,2.9,21.4,8.9,19.3
2020-09-30 05:30:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.7,31.9,21.2,12.7,160.9,-0.2,13.6,4.5,34.1,45,40.8,24,12.5,0.2,2.9,21.2,8.9,19.3
2020-09-30 05:40:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.7,32,21.2,12.5,160.9,-0.2,13.4,4.4,34.1,45,40.8,24,12.5,0,2.9,21.2,8.9,19.3
2020-09-30 05:50:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,32,21.3,12.4,160.9,-0.1,13.4,4.3,34.3,45,40.8,24,12.5,0,2.9,21.3,8.9,19.3
2020-09-30 06:00:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,32,21.3,12.4,160.9,-0.1,13.6,4.3,34.1,45,40.8,24,12.5,0,2.9,21.3,8.9,19.3
2020-09-30 06:10:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.6,33.8,32,21.3,12.6,160.9,-0.1,13.4,4.3,34.3,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 06:20:00,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.6,33.8,32,21.3,12.6,160.9,-0.1,13.4,4.3,34.3,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 06:30:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.6,33.8,32,21.3,12.6,160.9,-0.1,13.4,4.3,34.1,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 06:40:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.6,0.9,34.3,45,40.8,24,12.5,0,3.1,21.1,8.9,19.3
2020-09-30 06:50:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.6,0.9,34.3,45,40.8,24,12.5,0,3.1,21.1,8.9,19.3
2020-09-30 07:00:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.4,0.9,34.1,45,40.8,24,12.5,0,3.1,21.1,8.9,19.3
2020-09-30 07:10:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.2,13.6,3.7,34.1,45,40.8,24,12.5,0,3,21.1,8.9,19.3
2020-09-30 07:20:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,0,13.6,3.7,34.1,45,40.8,24,12.5,0,3,21.1,8.9,19.3
2020-09-30 07:30:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,0,13.6,3.7,34.1,45,40.8,24,12.5,0,3,21.3,8.9,19.3
2020-09-30 07:40:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.6,4.3,34.2,45,40.8,24,12.5,0.1,3.1,21.1,8.9,19.3
2020-09-30 07:50:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.6,4.3,34.2,45,40.8,24,12.5,0.1,3.1,21.1,8.9,19.3
2020-09-30 08:00:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.2,33.8,31.9,21.4,13.1,160.9,-0.1,13.5,4.3,34.1,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 08:10:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.5,33.8,31.9,21.4,13.1,160.9,-0.1,13.5,4.2,34.1,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 08:20:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.5,33.8,31.9,21.4,13.1,160.9,-0.1,13.5,4.2,34.1,45,40.8,24,12.5,0.1,3.1,21.2,8.9,19.3
2020-09-30 08:30:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.5,33.8,31.9,21.4,13.1,160.9,-0.1,13.5,4.2,34.1,45,40.8,24,12.5,0.1,3.1,21.1,8.9,19.3
2020-09-30 08:40:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,13.1,160.9,-0.1,13.5,4.4,34.1,45,40.8,24,12.5,0.1,3.1,21.1,8.9,19.3
2020-09-30 08:50:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.9,160.9,-0.1,13.6,4.4,34.1,45,40.8,24,12.5,0,3.2,21.4,8.9,19.3
2020-09-30 09:00:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.9,160.9,-0.1,13.6,4.4,34.1,45,40.8,24,12.5,0,3.2,21.1,8.9,19.3
2020-09-30 09:10:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.5,4.2,34.1,45,40.8,24,12.5,0,3.1,21.1,8.9,19.3
2020-09-30 09:20:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.5,4.2,34.1,45,40.8,24,12.5,0,3.1,21.1,8.9,19.3
2020-09-30 09:30:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.7,4.2,34.1,45,40.8,24,12.5,0,3.1,21.3,8.9,19.3
2020-09-30 09:40:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.7,3.4,34.1,45,40.8,24,12.5,0,3.1,21.3,8.9,19.3
2020-09-30 09:50:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.7,1.5,34.1,45,40.8,24,12.5,0,3.1,21.3,8.9,19.3
2020-09-30 10:00:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.4,33.8,31.9,21.4,12.8,160.9,-0.1,13.7,1.5,34.3,45,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 10:10:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,-0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 10:20:00,-0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 10:30:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 10:40:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 10:50:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:00:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:10:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:20:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:30:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:40:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 11:50:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 12:00:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 12:10:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 12:20:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 12:30:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
2020-09-30 12:40:00,-0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,1.7,32.3,33.8,31.9,21.4,12.8,160.9,0.1,13.7,1.1,34.3,45.2,40.8,23.7,12.5,0,3.1,20.3,8.9,19.3
